GeneID,NumberOfLiterature,PubMedIDs,GeneSymbol,Alias,Xref,Chromosome,Cytoband,FullName,GeneType,Description
3090,3,"14656076,14688019,12539045,",HIC1,ZBTB29|ZNF901|hic-1,MIM:603825|HGNC:HGNC:4909|Ensembl:ENSG00000177374|Vega:OTTHUMG00000177635,17,17p13.3,HIC ZBTB transcriptional repressor 1,protein-coding,hypermethylated in cancer 1 protein|hypermethylated in cancer 1|zinc finger and BTB domain-containing protein 29
5747,4,"17332925,22188814,12651906,21590492,",PTK2,FADK|FAK|FAK1|FRNK|PPP1R71|p125FAK|pp125FAK,MIM:600758|HGNC:HGNC:9611|Ensembl:ENSG00000169398|Vega:OTTHUMG00000067438,8,8q24.3,protein tyrosine kinase 2,protein-coding,focal adhesion kinase 1|FADK 1|FAK-related non-kinase polypeptide|PTK2 protein tyrosine kinase 2|focal adhesion kinase isoform FAK-Del33|focal adhesion kinase-related nonkinase|protein phosphatase 1 regulatory subunit 71
2323,1,"21505426,",FLT3LG,FL|FLT3L,MIM:600007|HGNC:HGNC:3766|Ensembl:ENSG00000090554|Vega:OTTHUMG00000186490,19,19q13.33,fms related tyrosine kinase 3 ligand,protein-coding,fms-related tyrosine kinase 3 ligand|flt3 ligand
3235,1,"21600039,",HOXD9,HOX4|HOX4C|Hox-4.3|Hox-5.2,MIM:142982|HGNC:HGNC:5140|Ensembl:ENSG00000128709|Vega:OTTHUMG00000132516,2,2q31.1,homeobox D9,protein-coding,"homeobox protein Hox-D9|Hox-4.3, mouse, homolog of|homeo box D9|homeobox protein Hox-4C|homeobox protein Hox-5.2"
54739,1,"28122345,",XAF1,BIRC4BP|HSXIAPAF1|XIAPAF1,MIM:606717|HGNC:HGNC:30932|Ensembl:ENSG00000132530|Vega:OTTHUMG00000177908,17,17p13.1,XIAP associated factor 1,protein-coding,XIAP-associated factor 1|BIRC4-binding protein
7545,1,"20199689,",ZIC1,CRS6|ZIC|ZNF201,MIM:600470|HGNC:HGNC:12872|Ensembl:ENSG00000152977|Vega:OTTHUMG00000159456,3,3q24,Zic family member 1,protein-coding,"zinc finger protein ZIC 1|Zic family member 1 (odd-paired homolog, Drosophila)|Zinc finger protein of the cerebellum 1|zinc finger protein 201"
1051,2,"21343335,21471847,",CEBPB,C/EBP-beta|IL6DBP|NF-IL6|TCF5,MIM:189965|HGNC:HGNC:1834|Ensembl:ENSG00000172216|Vega:OTTHUMG00000032715,20,20q13.13,CCAAT/enhancer binding protein beta,protein-coding,"CCAAT/enhancer-binding protein beta|CCAAT/enhancer binding protein (C/EBP), beta|interleukin 6-dependent DNA-binding protein|nuclear factor NF-IL6|nuclear factor of interleukin 6|transcription factor 5|transcription factor C/EBP beta"
10935,1,"23157748,",PRDX3,AOP-1|AOP1|HBC189|MER5|PRO1748|SP-22|prx-III,MIM:604769|HGNC:HGNC:9354|Ensembl:ENSG00000165672|Vega:OTTHUMG00000019146,10,10q26.11,peroxiredoxin 3,protein-coding,"thioredoxin-dependent peroxide reductase, mitochondrial|antioxidant protein 1|peroxiredoxin III|protein MER5 homolog"
51741,3,"17823927,24585490,18365142,",WWOX,D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1,MIM:605131|HGNC:HGNC:12799|Ensembl:ENSG00000186153|Vega:OTTHUMG00000176851,16,16q23.1-q23.2,WW domain containing oxidoreductase,protein-coding,WW domain-containing oxidoreductase|WW domain-containing protein WWOX|fragile site FRA16D oxidoreductase|short chain dehydrogenase/reductase family 41C member 1
3569,11,"28288823,21057561,28859336,25966666,19445568,27902467,11448119,28381401,21684758,26381542,20306684,",IL6,BSF-2|BSF2|CDF|HGF|HSF|IFN-beta-2|IFNB2|IL-6,MIM:147620|HGNC:HGNC:6018|Ensembl:ENSG00000136244|Vega:OTTHUMG00000023178,7,7p15.3,interleukin 6,protein-coding,interleukin-6|B-cell differentiation factor|B-cell stimulatory factor 2|CTL differentiation factor|hybridoma growth factor|interferon beta-2|interleukin BSF-2
23405,4,"21937200,24840646,29330195,21882293,",DICER1,DCR1|Dicer|Dicer1e|HERNA|K12H4.8-LIKE|MNG1|RMSE2,MIM:606241|HGNC:HGNC:17098|Ensembl:ENSG00000100697|Vega:OTTHUMG00000166134,14,14q32.13,"dicer 1, ribonuclease III",protein-coding,"endoribonuclease Dicer|Dicer1, Dcr-1 homolog|dicer 1, double-stranded RNA-specific endoribonuclease|dicer 1, ribonuclease type III|helicase MOI|helicase with RNAse motif"
4802,1,"27495011,",NFYC,CBF-C|CBFC|H1TF2A|HAP5|HSM|NF-YC,MIM:605344|HGNC:HGNC:7806|Ensembl:ENSG00000066136|Vega:OTTHUMG00000007729,1,1p34.2,nuclear transcription factor Y subunit gamma,protein-coding,"nuclear transcription factor Y subunit gamma|CAAT box DNA-binding protein subunit C|CCAAT binding factor subunit C|CCAAT transcription binding factor subunit gamma|histone H1 transcription factor large subunit 2A|nuclear transcription factor Y subunit C|nuclear transcription factor Y, gamma|transactivator HSM-1|transactivator HSM-1/2|transcription factor NF-Y, C subunit"
7703,1,"20717685,",PCGF2,MEL-18|RNF110|ZNF144,MIM:600346|HGNC:HGNC:12929|Ensembl:ENSG00000277258|Vega:OTTHUMG00000188501,17,17q12,polycomb group ring finger 2,protein-coding,polycomb group RING finger protein 2|DNA-binding protein Mel-18|ring finger protein 110|zinc finger protein 144
2914,1,"16899734,",GRM4,GPRC1D|MGLUR4|mGlu4,MIM:604100|HGNC:HGNC:4596|Ensembl:ENSG00000124493|Vega:OTTHUMG00000014538,6,6p21.31,glutamate metabotropic receptor 4,protein-coding,"metabotropic glutamate receptor 4|glutamate receptor, metabotropic 4"
4615,13,"22944768,26747248,28496180,25819228,23955458,29703722,27329639,27189828,25501023,25723115,30253331,25347427,25978699,",MYD88,MYD88D,MIM:602170|HGNC:HGNC:7562|Ensembl:ENSG00000172936|Vega:OTTHUMG00000131083,3,3p22.2,myeloid differentiation primary response 88,protein-coding,myeloid differentiation primary response protein MyD88|mutant myeloid differentiation primary response 88|myeloid differentiation primary response gene (88)
100506658,1,"21334421,",OCLN,BLCPMG|PPP1R115|PTORCH1,MIM:602876|HGNC:HGNC:8104|Ensembl:ENSG00000197822|Vega:OTTHUMG00000099356,5,5q13.2,occludin,protein-coding,"occludin|phosphatase 1, regulatory subunit 115|tight junction protein occludin"
4780,6,"30942197,29441509,25304134,23076395,30755497,25841304,",NFE2L2,HEBP1|NRF2,MIM:600492|HGNC:HGNC:7782|Ensembl:ENSG00000116044|Vega:OTTHUMG00000133620,2,2q31.2,"nuclear factor, erythroid 2 like 2",protein-coding,nuclear factor erythroid 2-related factor 2|nuclear factor erythroid-derived 2-like 2
8676,1,"26176172,",STX11,FHL4|HLH4|HPLH4,MIM:605014|HGNC:HGNC:11429|Ensembl:ENSG00000135604|Vega:OTTHUMG00000015739,6,6q24.2,syntaxin 11,protein-coding,syntaxin-11
478,1,"21498719,",ATP1A3,AHC2|ATP1A1|CAPOS|DYT12|RDP,MIM:182350|HGNC:HGNC:801|Ensembl:ENSG00000105409|Vega:OTTHUMG00000137384,19,19q13.2,ATPase Na+/K+ transporting subunit alpha 3,protein-coding,"sodium/potassium-transporting ATPase subunit alpha-3|ATPase, Na+/K+ transporting, alpha 3 polypeptide|Na(+)/K(+) ATPase alpha(III) subunit|Na(+)/K(+) ATPase alpha-3 subunit|Na+, K+ activated adenosine triphosphatase alpha subunit|Na+/K+ ATPase 3|sodium pump subunit alpha-3|sodium-potassium ATPase catalytic subunit alpha-3|sodium-potassium-ATPase, alpha 3 polypeptide|sodium/potassium-transporting ATPase alpha-3 chain"
51816,1,"28453746,",ADA2,ADGF|CECR1|IDGFL|PAN|SNEDS,MIM:607575|HGNC:HGNC:1839|Ensembl:ENSG00000093072|Vega:OTTHUMG00000030726,22,22q11.1,adenosine deaminase 2,protein-coding,"adenosine deaminase 2|adenosine deaminase CECR1|cat eye syndrome chromosome region, candidate 1|cat eye syndrome critical region protein 1"
836,2,"17143787,17606719,",CASP3,CPP32|CPP32B|SCA-1,MIM:600636|HGNC:HGNC:1504|Ensembl:ENSG00000164305|Vega:OTTHUMG00000133681,4,4q35.1,caspase 3,protein-coding,"caspase-3|CASP-3|CPP-32|PARP cleavage protease|SREBP cleavage activity 1|apopain|caspase 3, apoptosis-related cysteine peptidase|caspase 3, apoptosis-related cysteine protease|cysteine protease CPP32|procaspase3|protein Yama"
4052,1,"22632886,",LTBP1,-,MIM:150390|HGNC:HGNC:6714|Ensembl:ENSG00000049323|Vega:OTTHUMG00000152118,2,2p22.3,latent transforming growth factor beta binding protein 1,protein-coding,latent-transforming growth factor beta-binding protein 1|LTBP-1|TGF-beta1-BP-1|transforming growth factor beta-1-binding protein 1
11093,1,"14644076,",ADAMTS13,ADAM-TS13|ADAMTS-13|C9orf8|VWFCP|vWF-CP,MIM:604134|HGNC:HGNC:1366|Ensembl:ENSG00000160323|Vega:OTTHUMG00000020876,9,9q34.2,ADAM metallopeptidase with thrombospondin type 1 motif 13,protein-coding,"A disintegrin and metalloproteinase with thrombospondin motifs 13|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13|vWF-cleaving protease|von Willebrand factor-cleaving protease"
7403,2,"23184418,30006524,",KDM6A,KABUK2|UTX|bA386N14.2,MIM:300128|HGNC:HGNC:12637|Ensembl:ENSG00000147050|Vega:OTTHUMG00000021402,X,Xp11.3,lysine demethylase 6A,protein-coding,lysine-specific demethylase 6A|bA386N14.2 (ubiquitously transcribed X chromosome tetratricopeptide repeat protein (UTX))|histone demethylase UTX|lysine (K)-specific demethylase 6A|ubiquitously transcribed tetratricopeptide repeat protein X-linked|ubiquitously-transcribed TPR gene on the X chromosome
3068,1,"22037800,",HDGF,HMG1L2,MIM:600339|HGNC:HGNC:4856|Ensembl:ENSG00000143321|Vega:OTTHUMG00000041295,1,1q23.1,heparin binding growth factor,protein-coding,hepatoma-derived growth factor|hepatoma derived growth factor|high mobility group protein 1-like 2
3934,1,"21184133,",LCN2,24p3|MSFI|NGAL|p25,MIM:600181|HGNC:HGNC:6526|Ensembl:ENSG00000148346|Vega:OTTHUMG00000020734,9,9q34.11,lipocalin 2,protein-coding,neutrophil gelatinase-associated lipocalin|25 kDa alpha-2-microglobulin-related subunit of MMP-9|migration-stimulating factor inhibitor|oncogene 24p3|siderocalin LCN2
4763,9,"12387455,28515046,23244495,14695164,26908603,20600672,21931722,27659822,26190195,",NF1,NFNS|VRNF|WSS,MIM:613113|HGNC:HGNC:7765|Ensembl:ENSG00000196712|Vega:OTTHUMG00000132871,17,17q11.2,neurofibromin 1,protein-coding,neurofibromin|neurofibromatosis 1|neurofibromatosis-related protein NF-1|truncated neurofibromin 1
22933,1,"12963026,",SIRT2,SIR2|SIR2L|SIR2L2,MIM:604480|HGNC:HGNC:10886|Ensembl:ENSG00000068903,19,19q13.2,sirtuin 2,protein-coding,NAD-dependent protein deacetylase sirtuin-2|NAD-dependent deacetylase sirtuin-2|SIR2-like protein 2|regulatory protein SIR2 homolog 2|silent information regulator 2|sir2-related protein type 2|sirtuin type 2
54880,1,"28262675,",BCOR,ANOP2|MAA2|MCOPS2,MIM:300485|HGNC:HGNC:20893|Ensembl:ENSG00000183337|Vega:OTTHUMG00000024100,X,Xp11.4,BCL6 corepressor,protein-coding,BCL-6 corepressor|BCL-6 interacting corepressor
912,1,"25115738,",CD1D,CD1A|R3|R3G1,MIM:188410|HGNC:HGNC:1637|Ensembl:ENSG00000158473|Vega:OTTHUMG00000022436,1,1q23.1,CD1d molecule,protein-coding,"antigen-presenting glycoprotein CD1d|CD1D antigen, d polypeptide|HMC class I antigen-like glycoprotein CD1D|T-cell surface glycoprotein CD1d|differentiation antigen CD1-alpha-3|thymocyte antigen CD1D"
1432,1,"17616668,",MAPK14,CSBP|CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA,MIM:600289|HGNC:HGNC:6876|Ensembl:ENSG00000112062|Vega:OTTHUMG00000159806,6,6p21.31,mitogen-activated protein kinase 14,protein-coding,mitogen-activated protein kinase 14|CSAID-binding protein|Csaids binding protein|MAP kinase 14|MAP kinase Mxi2|MAP kinase p38 alpha|MAX-interacting protein 2|cytokine suppressive anti-inflammatory drug binding protein|mitogen-activated protein kinase p38 alpha|p38 MAP kinase|p38 mitogen activated protein kinase|p38alpha Exip|stress-activated protein kinase 2A
8678,5,"20473282,19375507,19556884,30842153,27466513,",BECN1,ATG6|VPS30|beclin1,MIM:604378|HGNC:HGNC:1034|Ensembl:ENSG00000126581|Vega:OTTHUMG00000180653,17,17q21.31,beclin 1,protein-coding,"beclin-1|ATG6 autophagy related 6 homolog|beclin 1 (coiled-coil, moesin-like BCL2-interacting protein)|beclin 1, autophagy related|coiled-coil myosin-like BCL2-interacting protein|testis secretory sperm-binding protein Li 215e"
599,1,"28855351,",BCL2L2,BCL-W|BCL2-L-2|BCLW|PPP1R51,MIM:601931|HGNC:HGNC:995|Ensembl:ENSG00000129473|Vega:OTTHUMG00000028738,14,14q11.2,BCL2 like 2,protein-coding,"bcl-2-like protein 2|apoptosis regulator BCL-W|protein phosphatase 1, regulatory subunit 51"
79586,1,"28627702,",CHPF,CHSY2|CSS2,MIM:610405|HGNC:HGNC:24291|Ensembl:ENSG00000123989|Vega:OTTHUMG00000058929,2,2q35,chondroitin polymerizing factor,protein-coding,chondroitin sulfate synthase 2|N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II|N-acetylgalactosaminyltransferase 2|chondroitin glucuronyltransferase 2|glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II
8930,1,"11836615,",MBD4,MED1,MIM:603574|HGNC:HGNC:6919|Ensembl:ENSG00000129071|Vega:OTTHUMG00000159463,3,3q21.3,"methyl-CpG binding domain 4, DNA glycosylase",protein-coding,"methyl-CpG-binding domain protein 4|3,N(4)-ethenocytosine glycosylase|G/5-fluorouracil mismatch glycosylase with biphasic kinetics|G/T mismatch glycosylase|G/U mismatch glycosylase|methyl-CpG binding domain protein 4|methyl-CpG-binding endonuclease 1|methyl-CpG-binding protein MBD4|mismatch-specific DNA N-glycosylase|putative methyl-CpG binding protein"
6598,6,"20930055,22752724,22038540,20118769,19582488,15101046,",SMARCB1,BAF47|CSS3|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS,MIM:601607|HGNC:HGNC:11103|Ensembl:ENSG00000099956|Vega:OTTHUMG00000150737,22,22q11.23|22q11,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",protein-coding,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1|BRG1-associated factor 47|SNF5 homolog|SWI/SNF-related matrix-associated protein|hSNF5|integrase interactor 1 protein|malignant rhabdoid tumor suppressor|protein phosphatase 1, regulatory subunit 144|sucrose nonfermenting, yeast, homolog-like 1"
10746,1,"29662197,",MAP3K2,MEKK2|MEKK2B,MIM:609487|HGNC:HGNC:6854|Ensembl:ENSG00000169967|Vega:OTTHUMG00000153397,2,2q14.3,mitogen-activated protein kinase kinase kinase 2,protein-coding,mitogen-activated protein kinase kinase kinase 2|MAP/ERK kinase kinase 2|MAPK/ERK kinase kinase 2|MEK kinase 2|MEKK 2
1235,2,"12514792,22926920,",CCR6,BN-1|C-C CKR-6|CC-CKR-6|CCR-6|CD196|CKR-L3|CKRL3|CMKBR6|DCR2|DRY6|GPR29|GPRCY4|STRL22,MIM:601835|HGNC:HGNC:1607|Ensembl:ENSG00000112486|Vega:OTTHUMG00000016015,6,6q27,C-C motif chemokine receptor 6,protein-coding,"C-C chemokine receptor type 6|G protein-coupled receptor 29|LARC receptor|chemokine (C-C motif) receptor 6|chemokine (C-C) receptor 6|chemokine receptor-like 3|seven-transmembrane receptor, lymphocyte, 22"
3814,1,"21169415,",KISS1,HH13|KiSS-1,MIM:603286|HGNC:HGNC:6341|Ensembl:ENSG00000170498|Vega:OTTHUMG00000036060,1,1q32.1,KiSS-1 metastasis-suppressor,protein-coding,metastasis-suppressor KiSS-1|kisspeptin-1|malignant melanoma metastasis-suppressor|metastin|prepro-kisspeptin
7448,1,"27871448,",VTN,V75|VN|VNT,MIM:193190|HGNC:HGNC:12724|Ensembl:ENSG00000109072|Vega:OTTHUMG00000132500,17,17q11.2,vitronectin,protein-coding,vitronectin|S-protein|complement S-protein|epibolin|serum spreading factor|somatomedin B
8742,1,"26300004,",TNFSF12,APO3L|DR3LG|TNLG4A|TWEAK,MIM:602695|HGNC:HGNC:11927|Ensembl:ENSG00000239697|Vega:OTTHUMG00000108148,17,17p13.1,TNF superfamily member 12,protein-coding,"tumor necrosis factor ligand superfamily member 12|APO3 ligand|APO3/DR3 ligand|TNF-related WEAK inducer of apoptosis|tumor necrosis factor (ligand) superfamily, member 12|tumor necrosis factor ligand 4A|tumor necrosis factor superfamily member 12"
4790,8,"18580810,20433747,22984526,26612043,15940251,17991734,28232371,16123212,",NFKB1,CVID12|EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50,MIM:164011|HGNC:HGNC:7794|Ensembl:ENSG00000109320|Vega:OTTHUMG00000161080,4,4q24,nuclear factor kappa B subunit 1,protein-coding,nuclear factor NF-kappa-B p105 subunit|DNA-binding factor KBF1|NF-kappabeta|nuclear factor NF-kappa-B p50 subunit|nuclear factor kappa-B DNA binding subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 1
8739,1,"19641496,",HRK,DP5|HARAKIRI,MIM:603447|HGNC:HGNC:5185|Ensembl:ENSG00000135116|Vega:OTTHUMG00000169328,12,12q24.22,"harakiri, BCL2 interacting protein",protein-coding,"activator of apoptosis harakiri|BH3-interacting domain-containing protein 3|activator of apoptosis Hrk|death protein 5|harakiri, BCL2 interacting protein (contains only BH3 domain)|neuronal death protein DP5"
9353,4,"12881718,25333347,20008733,16636676,",SLIT2,SLIL3|Slit-2,MIM:603746|HGNC:HGNC:11086|Ensembl:ENSG00000145147|Vega:OTTHUMG00000128551,4,4p15.31,slit guidance ligand 2,protein-coding,slit homolog 2 protein
4968,1,"15126346,",OGG1,HMMH|HOGG1|MUTM|OGH1,MIM:601982|HGNC:HGNC:8125|Ensembl:ENSG00000114026|Vega:OTTHUMG00000097091,3,3p25.3,8-oxoguanine DNA glycosylase,protein-coding,N-glycosylase/DNA lyase|8-hydroxyguanine DNA glycosylase|AP lyase|DNA-apurinic or apyrimidinic site lyase|OGG1 type 1f
9830,1,"29867201,",TRIM14,-,MIM:606556|HGNC:HGNC:16283|Ensembl:ENSG00000106785|Vega:OTTHUMG00000020339,9,9q22.33,tripartite motif containing 14,protein-coding,tripartite motif-containing protein 14|tripartite motif protein TRIM14
9361,1,"27764809,",LONP1,CODASS|LON|LONP|LonHS|PIM1|PRSS15|hLON,MIM:605490|HGNC:HGNC:9479|Ensembl:ENSG00000196365|Vega:OTTHUMG00000180504,19,19p13.3,"lon peptidase 1, mitochondrial",protein-coding,"lon protease homolog, mitochondrial|hLON ATP-dependent protease|lon protease-like protein|mitochondrial ATP-dependent protease Lon|mitochondrial lon protease-like protein|serine protease 15"
343,1,"24055034,",AQP8,AQP-8,MIM:603750|HGNC:HGNC:642|Ensembl:ENSG00000103375|Vega:OTTHUMG00000097013,16,16p12.1,aquaporin 8,protein-coding,aquaporin-8
7709,2,"26766587,20551174,",ZBTB17,MIZ-1|ZNF151|ZNF60|pHZ-67,MIM:604084|HGNC:HGNC:12936|Ensembl:ENSG00000116809|Vega:OTTHUMG00000009377,1,1p36.13,zinc finger and BTB domain containing 17,protein-coding,zinc finger and BTB domain-containing protein 17|Myc-interacting Zn finger protein-1|zinc finger protein 151 (pHZ-67)|zinc finger protein 60
3910,1,"16146715,",LAMA4,CMD1JJ|LAMA3|LAMA4*-1,MIM:600133|HGNC:HGNC:6484|Ensembl:ENSG00000112769|Vega:OTTHUMG00000015386,6,6q21,laminin subunit alpha 4,protein-coding,"laminin subunit alpha-4|laminin alpha 4 chain|laminin, alpha 4"
55966,4,"16410724,21439246,24483339,24807315,",AJAP1,MOT8|SHREW-1|SHREW1,MIM:610972|HGNC:HGNC:30801|Ensembl:ENSG00000196581|Vega:OTTHUMG00000000645,1,1p36.32,adherens junctions associated protein 1,protein-coding,adherens junction-associated protein 1|membrane protein shrew-1|transmembrane protein SHREW1
857,3,"19716156,18282163,16850311,",CAV1,BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21,MIM:601047|HGNC:HGNC:1527|Ensembl:ENSG00000105974|Vega:OTTHUMG00000023413,7,7q31.2,caveolin 1,protein-coding,"caveolin-1|caveolin 1, caveolae protein, 22kDa|cell growth-inhibiting protein 32"
4919,1,"20597086,",ROR1,NTRKR1|dJ537F10.1,MIM:602336|HGNC:HGNC:10256|Ensembl:ENSG00000185483|Vega:OTTHUMG00000009022,1,1p31.3,receptor tyrosine kinase like orphan receptor 1,protein-coding,"inactive tyrosine-protein kinase transmembrane receptor ROR1|neurotrophic tyrosine kinase, receptor-related 1"
6659,2,"26096696,18577562,",SOX4,EVI16,MIM:184430|HGNC:HGNC:11200|Ensembl:ENSG00000124766|Vega:OTTHUMG00000016101,6,6p22.3,SRY-box 4,protein-coding,transcription factor SOX-4|SRY (sex determining region Y)-box 4|SRY-related HMG-box gene 4|ecotropic viral integration site 16
79923,5,"28345785,23708493,20581802,21573506,23801022,",NANOG,-,MIM:607937|HGNC:HGNC:20857|Ensembl:ENSG00000111704|Vega:OTTHUMG00000166019,12,12p13.31,Nanog homeobox,protein-coding,homeobox protein NANOG|homeobox transcription factor Nanog|homeobox transcription factor Nanog-delta 48
4192,1,"21233844,",MDK,ARAP|MK|NEGF2,MIM:162096|HGNC:HGNC:6972|Ensembl:ENSG00000110492|Vega:OTTHUMG00000150315,11,11p11.2,midkine (neurite growth-promoting factor 2),protein-coding,midkine|amphiregulin-associated protein|midgestation and kidney protein|neurite outgrowth-promoting factor 2|retinoic acid inducible factor
51684,10,"22508808,19833601,30554998,29186568,15077159,12068298,21188540,22958902,27234298,28596197,",SUFU,PRO1280|SUFUH|SUFUXL,MIM:607035|HGNC:HGNC:16466|Ensembl:ENSG00000107882|Vega:OTTHUMG00000018966,10,10q24.32,SUFU negative regulator of hedgehog signaling,protein-coding,suppressor of fused homolog
3576,3,"28288823,26674732,28859336,",CXCL8,GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1,MIM:146930|HGNC:HGNC:6025|Ensembl:ENSG00000169429|Vega:OTTHUMG00000151316,4,4q13.3,C-X-C motif chemokine ligand 8,protein-coding,"interleukin-8|T-cell chemotactic factor|alveolar macrophage chemotactic factor I|beta endothelial cell-derived neutrophil activating peptide|beta-thromboglobulin-like protein|chemokine (C-X-C motif) ligand 8|emoctakin|granulocyte chemotactic protein 1|interleukin 8|lung giant cell carcinoma-derived chemotactic protein|lymphocyte derived neutrophil activating peptide|monocyte-derived neutrophil chemotactic factor|monocyte-derived neutrophil-activating peptide|neutrophil-activating peptide 1|small inducible cytokine subfamily B, member 8|tumor necrosis factor-induced gene 1"
81,1,"20156433,",ACTN4,ACTININ-4|FSGS|FSGS1,MIM:604638|HGNC:HGNC:166|Ensembl:ENSG00000130402|Vega:OTTHUMG00000137382,19,19q13.2,actinin alpha 4,protein-coding,alpha-actinin-4|focal segmental glomerulosclerosis 1|non-muscle alpha-actinin 4
8714,1,"19937796,",ABCC3,ABC31|EST90757|MLP2|MOAT-D|MRP3|cMOAT2,MIM:604323|HGNC:HGNC:54|Ensembl:ENSG00000108846|Vega:OTTHUMG00000162245,17,17q21.33,ATP binding cassette subfamily C member 3,protein-coding,"canalicular multispecific organic anion transporter 2|ATP-binding cassette sub-family C member 3|ATP-binding cassette, sub-family C (CFTR/MRP), member 3|canicular multispecific organic anion transporter|multi-specific organic anion transporter D|multidrug resistance associated protein|multidrug resistance-associated protein 3"
8061,2,"18172271,15831677,",FOSL1,FRA|FRA1|fra-1,MIM:136515|HGNC:HGNC:13718|Ensembl:ENSG00000175592|Vega:OTTHUMG00000166715,11,11q13.1,"FOS like 1, AP-1 transcription factor subunit",protein-coding,"fos-related antigen 1|FOS like 1, AP-1 trancription factor subunit|FOS-like antigen-1"
60672,1,"15867349,",MIIP,IIP45,MIM:608772|HGNC:HGNC:25715|Ensembl:ENSG00000116691|Vega:OTTHUMG00000002439,1,1p36.22,migration and invasion inhibitory protein,protein-coding,migration and invasion-inhibitory protein|IGFBP2-binding protein|invasion-inhibitory protein 45
86,1,"31303610,",ACTL6A,ACTL6|ARPN-BETA|Arp4|BAF53A|INO80K,MIM:604958|HGNC:HGNC:24124|Ensembl:ENSG00000136518|Vega:OTTHUMG00000157782,3,3q26.33,actin like 6A,protein-coding,actin-like protein 6A|53 kDa BRG1-associated factor A|BAF complex 53 kDa subunit|BAF53|BRG1-associated factor 53A|INO80 complex subunit K|actin-related protein 4|actin-related protein Baf53a|arpNbeta|hArpN beta
9860,1,"22484910,",LRIG2,LIG-2|LIG2|UFS2,MIM:608869|HGNC:HGNC:20889|Ensembl:ENSG00000198799|Vega:OTTHUMG00000012133,1,1p13.2,leucine rich repeats and immunoglobulin like domains 2,protein-coding,leucine-rich repeats and immunoglobulin-like domains protein 2
245711,1,"22447439,",SPDYA,RINGO3|RINGOA|SPDY1|SPY1,MIM:614029|HGNC:HGNC:30613|Ensembl:ENSG00000163806|Vega:OTTHUMG00000074041,2,2p23.2,speedy/RINGO cell cycle regulator family member A,protein-coding,speedy protein A|RINGO A|hSpy/Ringo A|rapid inducer of G2/M progression in oocytes A|speedy homolog A|speedy-1
2170,1,"24493698,",FABP3,FABP11|H-FABP|M-FABP|MDGI|O-FABP,MIM:134651|HGNC:HGNC:3557|Ensembl:ENSG00000121769|Vega:OTTHUMG00000003797,1,1p35.2,fatty acid binding protein 3,protein-coding,"fatty acid-binding protein, heart|fatty acid binding protein 11|fatty acid binding protein 3, muscle and heart|heart-type fatty acid-binding protein|mammary-derived growth inhibitor|muscle fatty acid-binding protein"
64919,1,"18558082,",BCL11B,ATL1|ATL1-alpha|ATL1-beta|ATL1-delta|ATL1-gamma|CTIP-2|CTIP2|IMD49|RIT1|ZNF856B|hRIT1-alpha,MIM:606558|HGNC:HGNC:13222|Ensembl:ENSG00000127152|Vega:OTTHUMG00000028967,14,14q32.2,B-cell CLL/lymphoma 11B,protein-coding,B-cell lymphoma/leukemia 11B|B-cell CLL/lymphoma 11B (zinc finger protein)|B-cell CLL/lymphoma 11B/T-cell receptor delta constant region fusion protein|B-cell lymphoma/leukaemia 11B|BCL-11B|BCL11B/TRDC fusion|COUP-TF-interacting protein 2|hRit1|radiation-induced tumor suppressor gene 1 protein|zinc finger protein hRit1 alpha
2335,1,"18474427,",FN1,CIG|ED-B|FINC|FN|FNZ|GFND|GFND2|LETS|MSF,MIM:135600|HGNC:HGNC:3778|Ensembl:ENSG00000115414|Vega:OTTHUMG00000133054,2,2q35,fibronectin 1,protein-coding,fibronectin|cold-insoluble globulin|migration-stimulating factor
2921,1,"28018222,",CXCL3,CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3,MIM:139111|HGNC:HGNC:4604|Ensembl:ENSG00000163734|Vega:OTTHUMG00000160861,4,4q13.3,C-X-C motif chemokine ligand 3,protein-coding,C-X-C motif chemokine 3|GRO-gamma|GRO-gamma(1-73)|GRO3 oncogene|MGSA gamma|MIP2-beta|chemokine (C-X-C motif) ligand 3|growth-regulated protein gamma|macrophage inflammatory protein 2-beta|melanoma growth stimulatory activity gamma
